,question,facts,results,precesion,recall
1710,['Whose shrines are in a place governed by Justin Trudeau?'],"['http://dbpedia.org/property/leaderName,http://dbpedia.org/ontology/majorShrine,']",[],,
1711,['List the uni. having affiliation with Graham Holding Company and have a campus in Iowa ?'],"['http://dbpedia.org/property/affiliations,http://dbpedia.org/ontology/campus,http://dbpedia.org/ontology/University,']",[' [        "http://dbpedia.org/ontology/campus"    ]'],['1.0'],['1.0']
1712,['Where did the employees of American College of Surgeons study?'],"['http://dbpedia.org/property/workInstitutions,http://dbpedia.org/ontology/education,']",[' [        "http://purl.org/dc/terms/subject"    ]'],['0.0'],['0.0']
1713,['In how many different places do Starwood hotels and resorts worldwide operate?'],"['http://dbpedia.org/property/operator,http://dbpedia.org/property/address,']",[],,
1714,['Who was the head coach of Middlesbrough F.C. season 2006-7 also the coach of England national under 21 footbal team ?'],"['http://dbpedia.org/ontology/manager,http://dbpedia.org/property/coach,']",[' [        "http://dbpedia.org/ontology/coach"    ]'],['0.0'],['0.0']
1715,['How many players are in the San Francisco Giants?'],"['http://dbpedia.org/ontology/team,http://dbpedia.org/ontology/Athlete,']",[' [        "http://dbpedia.org/ontology/playerSeason"    ]'],['0.5'],['1.0']
1716,['Where did Aghasalim Childagh die?'],"['http://dbpedia.org/property/deathDate,']",[],,
1717,['Name the office holder whose constituency are Duboce Triangle and Haight-Ashbury ?'],"['http://dbpedia.org/property/constituency,http://dbpedia.org/property/constituency,http://dbpedia.org/ontology/OfficeHolder,']",[],,
1718,["Which Tim Birton's movie has a screenplay by Daniel Waters ?"],"['http://dbpedia.org/property/screenplay,http://dbpedia.org/property/director,']",[],,
1719,['Who is the stock holder of the bank where  Peter Grauer works  ?'],"['http://dbpedia.org/property/occupation,http://dbpedia.org/property/owner,http://dbpedia.org/ontology/Bank,']",[],,
1720,['In which areas did the pupils of Sylvain Levi work?'],"['http://dbpedia.org/ontology/academicAdvisor,http://dbpedia.org/property/fields,']",[],,
1721,['Which awards have Puerto Ricons won?'],"['http://dbpedia.org/ontology/ethnicity,http://dbpedia.org/property/awards,']",[' [        "http://dbpedia.org/ontology/award"    ]'],['0.0'],['0.0']
1722,['Name all the hubs of the airlines whose one of the hubs is Selangir ?'],"['http://dbpedia.org/property/hubs,http://dbpedia.org/property/hubs,http://dbpedia.org/ontology/Airline,']",[],,
1723,['How many parties have come in power in elections where Y. S. Rajasekhara Reddy won?'],"['http://dbpedia.org/property/leader,http://dbpedia.org/ontology/affiliation,']",[],,
1724,['What do typically NGOs work for?'],"['http://dbpedia.org/property/type,http://dbpedia.org/property/purpose,']",[' [        "http://dbpedia.org/ontology/occupation"    ]'],['0.5'],['1.0']
1725,['How many awards have been given to the ones who died of lung cancer?'],"['http://dbpedia.org/ontology/deathCause,http://dbpedia.org/ontology/award,http://dbpedia.org/ontology/Award,']",[' [        "http://dbpedia.org/property/wordnet_type"    ]'],['0.0'],['0.0']
1726,["Which show's network is Prime time Entertainment and has Douglas Netter as executive producer ?"],"['http://dbpedia.org/property/network,http://dbpedia.org/ontology/executiveProducer,http://dbpedia.org/ontology/TelevisionShow,']",[' [        "http://dbpedia.org/ontology/producer"    ]'],['0.0'],['0.0']
1727,['How many countries surround the sea into which the Upper Neratva flow?'],"['http://dbpedia.org/ontology/riverMouth,http://dbpedia.org/ontology/country,http://dbpedia.org/ontology/Sea,']","[' [        ""http://dbpedia.org/ontology/sea"",         ""http://dbpedia.org/ontology/country""    ]']",['0.5'],['0.5']
1728,['Who collaborated with Johnny Cash and Kris Kristofferson ?'],"['http://dbpedia.org/property/associatedActs,http://dbpedia.org/property/associatedActs,']","[' [        ""http://dbpedia.org/ontology/wikiPageDisambiguates"",         ""http://dbpedia.org/property/influenced""    ]']",['0.0'],['0.0']
1729,['Is the Journal of Cerebral Blood Flow and Metabolism about Brains?'],"['http://dbpedia.org/ontology/academicDiscipline,']","[' [        ""http://dbpedia.org/ontology/birthPlace"",         ""http://dbpedia.org/ontology/placeOfBurial""    ]']",['0.5'],['0.5']
1730,['List down all the bands to which the writers of 03 Bonnie & Clyde are associated?'],"['http://dbpedia.org/ontology/writer,http://dbpedia.org/ontology/associatedBand,']","[' [        ""http://dbpedia.org/ontology/land"",         ""http://dbpedia.org/ontology/sovereignCountry""    ]']",['0.0'],['0.0']
1731,['Organization holding stocks of  Galician and German wikipedias?'],"['http://dbpedia.org/property/owner,http://dbpedia.org/ontology/owner,']",[' [        "http://dbpedia.org/ontology/language"    ]'],['0.0'],['0.0']
1732,['In which companies boards do the writers of Wikitionary belong?'],"['http://dbpedia.org/ontology/author,http://dbpedia.org/ontology/board,']",[' [        "http://dbpedia.org/property/author"    ]'],['0.5'],['1.0']
1733,["Which Monty Python's movie is distributed by Cinema International Corporation ?"],"['http://dbpedia.org/ontology/writer,http://dbpedia.org/property/distributor,http://dbpedia.org/ontology/Film,']",[' [        "http://dbpedia.org/ontology/distributor"    ]'],['0.5'],['1.0']
1734,['Count the number of cities around the American Mediterranean Sea?'],"['http://dbpedia.org/property/cities,http://dbpedia.org/ontology/City,']",[],,
1735,"['What are some employees of Uni of California, santa cruz?']","['http://dbpedia.org/property/employer,']",[' [        "http://dbpedia.org/property/country"    ]'],['0.0'],['0.0']
1736,['What is the parent company of PrivateCore?'],"['http://dbpedia.org/ontology/subsidiary,']",[' [        "http://dbpedia.org/ontology/subsidiary"    ]'],['1.0'],['1.0']
1737,"['Over how many cities did the Bellaton MMA, Season 11 take place?']","['http://dbpedia.org/property/city,']",[],,
1738,['Name the hockey team which has head coach as Mike babcock and is based in Toronto ?'],"['http://dbpedia.org/ontology/locationCity,http://dbpedia.org/property/headCoach,http://dbpedia.org/ontology/HockeyTeam,']",[' [        "http://dbpedia.org/property/coach"    ]'],['0.0'],['0.0']
1739,['Which incumbent of Al Gore presidential campaign wass also the president of Mike McCurry ?'],"['http://dbpedia.org/ontology/president,http://dbpedia.org/ontology/incumbent,']","[' [        ""http://dbpedia.org/ontology/president"",         ""http://dbpedia.org/ontology/incumbent""    ]']",['1.0'],['1.0']
1740,['Where in the us military did pierre r graham and edwin f hunter work?'],"['http://dbpedia.org/property/branch,http://dbpedia.org/property/branch,']",[],,
1741,['In how many different highschools have people schooled in Penn State Nittany Lions football studied?'],"['http://dbpedia.org/ontology/school,http://dbpedia.org/property/highschool,http://dbpedia.org/ontology/EducationalInstitution,']",[' [        "http://dbpedia.org/ontology/school"    ]'],['1.0'],['1.0']
1742,['What are some products of the the company whose subsidiary is Sony Corp shareholders and subsidies?'],"['http://dbpedia.org/ontology/subsidiary,http://dbpedia.org/ontology/manufacturer,']",[' [        "http://dbpedia.org/ontology/subsidiary"    ]'],['1.0'],['1.0']
1743,['In which races did the horses of Mon Capitaine take part?'],"['http://dbpedia.org/ontology/sire,http://dbpedia.org/property/race,http://dbpedia.org/ontology/Horse,']",[' [        "http://dbpedia.org/ontology/sire"    ]'],['1.0'],['1.0']
1744,['Which fictional character portrayed in Terminator 2: Judgment Day is painted by Josh Friedman?'],"['http://dbpedia.org/ontology/portrayer,http://dbpedia.org/ontology/creator,http://dbpedia.org/ontology/FictionalCharacter,']","[' [        ""http://dbpedia.org/ontology/portrayer"",         ""http://dbpedia.org/ontology/creator""    ]']",['1.0'],['1.0']
1745,['What is the base currency of the country which operates the Marion Dufresne?'],"['http://dbpedia.org/ontology/operator,http://dbpedia.org/ontology/currency,']",[' [        "http://dbpedia.org/property/shipCapacity"    ]'],['0.0'],['0.0']
1746,['Journals of how many fields can be found in US?'],"['http://dbpedia.org/property/country,http://dbpedia.org/property/discipline,']",[],,
1747,['People born in Saint-Amand-en-Puisaye are famous for what things ?'],"['http://dbpedia.org/ontology/birthPlace,http://dbpedia.org/property/knownFor,']",[' [        "http://dbpedia.org/ontology/country"    ]'],['0.0'],['0.0']
1748,['Radios on what topics can be tuned in to in Washington DC?'],"['http://dbpedia.org/ontology/broadcastArea,http://dbpedia.org/ontology/programmeFormat,http://dbpedia.org/ontology/RadioStation,']",[' [        "http://dbpedia.org/ontology/state"    ]'],['0.0'],['0.0']
1749,['List the goverener of Winston Bryant?'],"['http://dbpedia.org/property/governor,']",[' [        "http://dbpedia.org/ontology/associatedMusicalArtist"    ]'],['1.0'],['1.0']
1750,"['What is the country where Sergei Ovchinnikov the volleyball player die, and Gumus was first aired ?']","['http://dbpedia.org/property/firstAired,http://dbpedia.org/property/placeOfDeath,']",[],,
1751,['Does Walson Augustin play for the Brothers Union?'],"['http://dbpedia.org/property/currentclub,']",[' [        "http://dbpedia.org/ontology/animator"    ]'],['1.0'],['1.0']
1752,['List the Swedish newspaper headquarted in Stockholm ? '],"['http://dbpedia.org/property/language,http://dbpedia.org/property/headquarters,http://dbpedia.org/ontology/Newspaper,']","[' [        ""http://dbpedia.org/property/headquarters"",         ""http://dbpedia.org/ontology/grossDomesticProductNominalPerCapita""    ]']",['0.5'],['0.5']
1753,['How many different writers have written for Jump Square?'],"['http://dbpedia.org/property/magazine,http://dbpedia.org/property/author,']",[],,
1754,['How many politicians reside in Cape Town?'],"['http://dbpedia.org/property/residence,http://dbpedia.org/ontology/OfficeHolder,']",[' [        "http://dbpedia.org/property/leaderParty"    ]'],['0.0'],['0.0']
1755,['Who wrote the mangas produced by Masahike Minami?'],"['http://dbpedia.org/property/producer,http://dbpedia.org/ontology/author,http://dbpedia.org/ontology/Manga,']",[],,
1756,['How many architects are there who have made something used by Oakland athletics?'],"['http://dbpedia.org/ontology/tenant,http://dbpedia.org/property/architect,']",[' [        "http://dbpedia.org/ontology/team"    ]'],['0.0'],['0.0']
1757,["Who has canonized someone who's a doctor of the church?"],"['http://dbpedia.org/property/titles,http://dbpedia.org/ontology/canonizedBy,']",[],,
1758,['What municipalities are adjacent to Chne-Bougeries?'],"['http://dbpedia.org/property/neighboringMunicipalities,']",[],,
1759,["Which river's source mountain is Baikal Mountains and is located in Laptev Sea ?"],"['http://dbpedia.org/ontology/sourceMountain,http://dbpedia.org/property/mouthLocation,http://dbpedia.org/ontology/River,']",[' [        "http://dbpedia.org/ontology/sourceMountain"    ]'],['1.0'],['1.0']
1760,['What are some musical artists associated with the ones signed up with EMI?'],"['http://dbpedia.org/ontology/recordLabel,http://dbpedia.org/ontology/associatedMusicalArtist,http://dbpedia.org/ontology/MusicalArtist,']",[' [        "http://dbpedia.org/ontology/artist"    ]'],['0.0'],['0.0']
1761,['Give me the list of people who scaled mountains in Sierra Nevada?'],"['http://dbpedia.org/ontology/mountainRange,http://dbpedia.org/ontology/firstAscentPerson,']",[' [        "http://dbpedia.org/ontology/sourceMountain"    ]'],['0.0'],['0.0']
1762,['Who studied in universities located in suburbs?'],"['http://dbpedia.org/ontology/campus,http://dbpedia.org/property/education,']",[' [        "http://dbpedia.org/ontology/birthPlace"    ]'],['0.0'],['0.0']
1763,"['Name the river with Readin, Brekshire in its path and mouth place is Sothend-on-sea ?']","['http://dbpedia.org/property/city,http://dbpedia.org/ontology/mouthPlace,http://dbpedia.org/ontology/River,']","[' [        ""http://dbpedia.org/property/place"",         ""http://dbpedia.org/ontology/place""    ]']",['0.0'],['0.0']
1764,['Who  won the Lovelace Medal and the Norbert Wiener Award for Social and Professional Responsibility?'],"['http://dbpedia.org/property/prizes,http://dbpedia.org/property/prizes,']",[],,
1765,["Which TV show's setting is in Massachusetts and is the subsequent work of Fraiser ?"],"['http://dbpedia.org/ontology/subsequentWork,http://dbpedia.org/ontology/location,http://dbpedia.org/ontology/TelevisionShow,']","[' [        ""http://dbpedia.org/ontology/subsequentWork"",         ""http://dbpedia.org/ontology/previousWork""    ]']",['0.5'],['0.5']
1766,['Name the company whose key person is Raymond Conner and produces Boeing CH-47 Chinook?'],"['http://dbpedia.org/property/keyPeople,http://dbpedia.org/property/products,http://dbpedia.org/ontology/Company,']",[],,
1767,['How many famous people are from the Filipinos?'],"['http://dbpedia.org/ontology/stateOfOrigin,']",[' [        "http://dbpedia.org/ontology/family"    ]'],['1.0'],['1.0']
1768,['Name the subsidary of Tandem Computers which was founded by Jim Harris ?'],"['http://dbpedia.org/ontology/subsidiary,http://dbpedia.org/ontology/foundedBy,http://dbpedia.org/ontology/Company,']","[' [        ""http://dbpedia.org/ontology/foundedBy"",         ""http://dbpedia.org/ontology/thumbnail""    ]']",['0.5'],['0.5']
1769,['Who is  related to Kelly Osbourne & Ozzy Osbourne?'],"['http://dbpedia.org/property/relatives,http://dbpedia.org/property/relatives,']",[],,
1770,['What are some things people born in Louisiana are famous for?'],"['http://dbpedia.org/property/placeOfBirth,http://dbpedia.org/property/knownFor,']",[],,
1771,['Is Neungin High school a buddhist school?'],"['http://dbpedia.org/property/religiousAffiliation,']",[' [        "http://dbpedia.org/property/school"    ]'],['0.0'],['0.0']
1772,['How many people have played for the ones who own the stadium of Bankers Life Fieldhouse?'],"['http://dbpedia.org/property/arena,http://dbpedia.org/property/team,']",[' [        "http://dbpedia.org/ontology/stadium"    ]'],['0.5'],['1.0']
